number,temperature,rainfall,humidity,apple_yeild 
5185,62.00,89.00,51.00,61.9
5186,30.00,38.00,76.00,54.6
5187,69.00,76.00,36.00,53.9
5188,92.00,58.00,100.00,89.2
5189,68.00,27.00,50.00,50.8
5190,40.00,64.00,92.00,70.8
5191,51.00,69.00,83.00,70.6
5192,79.00,61.00,43.00,57.4
5193,42.00,58.00,38.00,43.2
5194,52.00,24.00,97.00,68.9
5195,76.00,42.00,67.00,64.7
5196,74.00,44.00,56.00,59.0
5197,82.00,53.00,36.00,53.2
5198,65.00,98.00,36.00,57.1
5199,35.00,47.00,86.00,62.9
5200,50.00,78.00,66.00,63.6
5201,62.00,26.00,85.00,66.3
5202,27.00,30.00,69.00,48.6
5203,100.00,84.00,81.00,87.3
5204,36.00,52.00,41.00,41.7
5205,44.00,58.00,64.00,56.8
5206,45.00,22.00,91.00,63.4
5207,48.00,39.00,36.00,40.2
5208,57.00,61.00,69.00,63.8
5209,72.00,73.00,64.00,68.2
5210,21.00,32.00,41.00,33.2
5211,65.00,83.00,50.00,61.1
5212,53.00,87.00,28.00,47.3
5213,45.00,70.00,98.00,76.5
5214,76.00,28.00,41.00,48.900000000000006
5215,97.00,20.00,69.00,67.6
5216,34.00,59.00,93.00,68.5
5217,36.00,32.00,46.00,40.2
5218,73.00,55.00,52.00,58.9
5219,80.00,65.00,86.00,80.0
5220,94.00,59.00,93.00,86.5
5221,69.00,54.00,33.00,48.0
5222,35.00,21.00,96.00,62.7
5223,55.00,52.00,39.00,46.4
5224,52.00,87.00,91.00,78.5
5225,50.00,30.00,96.00,69.0
5226,45.00,77.00,33.00,45.4
5227,46.00,39.00,26.00,34.6
5228,87.00,43.00,100.00,84.69999999999999
5229,62.00,47.00,87.00,71.5
5230,56.00,99.00,33.00,53.1
5231,81.00,86.00,51.00,67.0
5232,54.00,34.00,93.00,69.5
5233,99.00,92.00,73.00,84.6
5234,38.00,93.00,20.00,40.0
5235,94.00,23.00,58.00,61.8
5236,75.00,86.00,90.00,84.7
5237,95.00,60.00,61.00,71.0
5238,52.00,96.00,41.00,55.300000000000004
5239,92.00,41.00,65.00,68.3
5240,42.00,44.00,34.00,38.4
5241,97.00,95.00,86.00,91.1
5242,99.00,73.00,50.00,69.3
5243,54.00,56.00,26.00,40.4
5244,41.00,77.00,58.00,56.7
5245,62.00,54.00,51.00,54.9
5246,81.00,23.00,34.00,45.900000000000006
5247,63.00,51.00,88.00,73.1
5248,80.00,87.00,94.00,88.4
5249,22.00,71.00,35.00,38.3
5250,71.00,91.00,90.00,84.5
5251,38.00,24.00,94.00,63.2
5252,62.00,74.00,99.00,82.9
5253,34.00,29.00,53.00,42.5
5254,66.00,87.00,39.00,56.7
5255,82.00,62.00,26.00,50.0
5256,66.00,41.00,85.00,70.5
5257,75.00,38.00,31.00,45.6
5258,53.00,95.00,43.00,56.4
5259,76.00,47.00,61.00,62.7
5260,29.00,77.00,54.00,51.1
5261,68.00,67.00,25.00,46.3
5262,94.00,42.00,90.00,81.6
5263,47.00,57.00,91.00,71.0
5264,26.00,44.00,32.00,32.6
5265,66.00,67.00,82.00,74.2
5266,90.00,95.00,93.00,92.5
5267,38.00,33.00,21.00,28.5
5268,71.00,55.00,70.00,67.3
5269,74.00,85.00,61.00,69.7
5270,99.00,73.00,67.00,77.8
5271,20.00,42.00,44.00,36.4
5272,73.00,98.00,50.00,66.5
5273,22.00,48.00,23.00,27.700000000000003
5274,96.00,26.00,66.00,67.0
5275,37.00,45.00,84.00,62.1
5276,60.00,75.00,21.00,43.5
5277,57.00,71.00,38.00,50.3
5278,63.00,61.00,55.00,58.6
5279,73.00,23.00,35.00,44.0
5280,42.00,38.00,20.00,30.2
5281,60.00,83.00,55.00,62.1
5282,24.00,85.00,58.00,53.2
5283,32.00,98.00,27.00,42.7
5284,56.00,22.00,21.00,31.700000000000003
5285,67.00,31.00,70.00,61.3
5286,83.00,96.00,20.00,54.1
5287,79.00,56.00,84.00,76.9
5288,72.00,93.00,60.00,70.2
5289,65.00,81.00,86.00,78.7
5290,20.00,82.00,100.00,72.4
5291,52.00,66.00,96.00,76.8
5292,99.00,66.00,84.00,84.9
5293,25.00,49.00,87.00,60.8
5294,74.00,69.00,45.00,58.5
5295,98.00,23.00,80.00,74.0
5296,54.00,83.00,26.00,45.8
5297,66.00,96.00,68.00,73.0
5298,78.00,71.00,23.00,49.1
5299,26.00,55.00,75.00,56.3
5300,46.00,47.00,93.00,69.7
5301,23.00,36.00,47.00,37.6
5302,58.00,60.00,58.00,58.4
5303,49.00,47.00,78.00,63.1
5304,88.00,41.00,84.00,76.6
5305,93.00,42.00,74.00,73.3
5306,95.00,51.00,81.00,79.2
5307,57.00,42.00,89.00,70.0
5308,98.00,90.00,75.00,84.9
5309,74.00,49.00,46.00,55.0
5310,43.00,35.00,24.00,31.9
5311,28.00,61.00,77.00,59.1
5312,66.00,49.00,100.00,79.6
5313,24.00,31.00,92.00,59.4
5314,51.00,91.00,51.00,59.0
5315,39.00,50.00,70.00,56.7
5316,57.00,65.00,76.00,68.1
5317,86.00,84.00,61.00,73.1
5318,50.00,50.00,51.00,50.5
5319,77.00,55.00,47.00,57.599999999999994
5320,44.00,92.00,30.00,46.6
5321,55.00,70.00,40.00,50.5
5322,23.00,58.00,87.00,62.0
5323,36.00,33.00,94.00,64.4
5324,79.00,24.00,29.00,43.0
5325,72.00,57.00,62.00,64.0
5326,25.00,67.00,44.00,42.9
5327,68.00,39.00,82.00,69.2
5328,98.00,44.00,90.00,83.2
5329,71.00,39.00,40.00,49.1
5330,63.00,49.00,49.00,53.2
5331,55.00,58.00,24.00,40.1
5332,27.00,73.00,75.00,60.2
5333,72.00,51.00,51.00,57.3
5334,74.00,22.00,27.00,40.1
5335,73.00,55.00,24.00,44.9
5336,70.00,80.00,73.00,73.5
5337,76.00,54.00,51.00,59.1
5338,22.00,30.00,46.00,35.6
5339,44.00,60.00,72.00,61.2
5340,81.00,44.00,44.00,55.1
5341,70.00,35.00,91.00,73.5
5342,90.00,31.00,42.00,54.2
5343,69.00,37.00,81.00,68.6
5344,46.00,98.00,66.00,66.4
5345,51.00,33.00,36.00,39.9
5346,53.00,77.00,95.00,78.8
5347,59.00,80.00,83.00,75.2
5348,37.00,30.00,40.00,37.1
5349,43.00,91.00,70.00,66.1
5350,29.00,71.00,75.00,60.4
5351,60.00,54.00,91.00,74.3
5352,30.00,58.00,64.00,52.6
5353,82.00,51.00,80.00,74.8
5354,79.00,41.00,28.00,45.9
5355,37.00,69.00,24.00,36.9
5356,48.00,85.00,56.00,59.4
5357,21.00,96.00,64.00,57.5
5358,39.00,37.00,42.00,40.1
5359,61.00,96.00,31.00,53.0
5360,99.00,97.00,70.00,84.1
5361,57.00,50.00,59.00,56.599999999999994
5362,50.00,46.00,42.00,45.2
5363,40.00,50.00,23.00,33.5
5364,22.00,37.00,83.00,55.5
5365,29.00,54.00,86.00,62.5
5366,76.00,59.00,29.00,49.1
5367,59.00,84.00,69.00,69.0
5368,49.00,58.00,71.00,61.8
5369,50.00,61.00,76.00,65.2
5370,27.00,60.00,52.00,46.1
5371,20.00,55.00,26.00,30.0
5372,21.00,94.00,88.00,69.1
5373,91.00,59.00,73.00,75.6
5374,20.00,55.00,57.00,45.5
5375,37.00,50.00,85.00,63.6
5376,50.00,43.00,56.00,51.6
5377,90.00,78.00,86.00,85.6
5378,56.00,86.00,92.00,80.0
5379,69.00,22.00,57.00,53.6
5380,88.00,87.00,87.00,87.3
5381,49.00,72.00,47.00,52.6
5382,60.00,42.00,41.00,46.9
5383,44.00,59.00,78.00,64.0
5384,39.00,25.00,87.00,60.2
5385,94.00,44.00,76.00,75.0
5386,38.00,69.00,81.00,65.7
5387,72.00,69.00,80.00,75.4
5388,22.00,95.00,51.00,51.1
5389,46.00,93.00,74.00,69.4
5390,89.00,45.00,75.00,73.2
5391,60.00,58.00,39.00,49.1
5392,72.00,76.00,73.00,73.3
5393,92.00,48.00,57.00,65.7
5394,90.00,67.00,20.00,50.4
5395,38.00,37.00,67.00,52.3
5396,79.00,93.00,28.00,56.3
5397,39.00,60.00,53.00,50.2
5398,78.00,49.00,70.00,68.2
5399,28.00,68.00,78.00,61.0
5400,27.00,82.00,46.00,47.5
5401,58.00,48.00,34.00,44.0
5402,24.00,21.00,91.00,56.9
5403,42.00,82.00,58.00,58.0
5404,45.00,82.00,51.00,55.400000000000006
5405,85.00,21.00,59.00,59.2
5406,35.00,89.00,34.00,45.3
5407,82.00,74.00,72.00,75.4
5408,96.00,57.00,44.00,62.199999999999996
5409,79.00,63.00,82.00,77.3
5410,48.00,84.00,46.00,54.2
5411,88.00,59.00,23.00,49.7
5412,50.00,73.00,87.00,73.1
5413,25.00,62.00,60.00,49.9
5414,84.00,72.00,100.00,89.6
5415,95.00,52.00,59.00,68.4
5416,95.00,45.00,80.00,77.5
5417,37.00,90.00,75.00,66.6
5418,37.00,45.00,38.00,39.1
5419,36.00,45.00,81.00,60.3
5420,76.00,28.00,71.00,63.900000000000006
5421,61.00,53.00,90.00,73.9
5422,84.00,90.00,99.00,92.7
5423,50.00,100.00,23.00,46.5
5424,43.00,58.00,38.00,43.5
5425,66.00,85.00,61.00,67.3
5426,81.00,72.00,36.00,56.7
5427,64.00,26.00,37.00,42.9
5428,58.00,44.00,76.00,64.2
5429,57.00,75.00,54.00,59.099999999999994
5430,75.00,86.00,84.00,81.7
5431,60.00,24.00,27.00,36.3
5432,97.00,76.00,40.00,64.3
5433,48.00,74.00,57.00,57.7
5434,61.00,49.00,38.00,47.1
5435,70.00,21.00,31.00,40.7
5436,28.00,44.00,65.00,49.7
5437,58.00,90.00,24.00,47.4
5438,63.00,24.00,31.00,39.2
5439,26.00,87.00,72.00,61.2
5440,20.00,62.00,29.00,32.9
5441,67.00,67.00,40.00,53.5
5442,81.00,81.00,29.00,55.0
5443,71.00,27.00,46.00,49.7
5444,60.00,94.00,91.00,82.3
5445,39.00,76.00,90.00,71.9
5446,93.00,63.00,72.00,76.5
5447,47.00,66.00,35.00,44.8
5448,67.00,92.00,84.00,80.5
5449,30.00,24.00,27.00,27.3
5450,48.00,88.00,75.00,69.5
5451,85.00,94.00,31.00,59.8
5452,50.00,37.00,83.00,63.9
5453,88.00,21.00,58.00,59.599999999999994
5454,42.00,31.00,85.00,61.3
5455,89.00,55.00,68.00,71.7
5456,38.00,72.00,75.00,63.3
5457,63.00,32.00,94.00,72.3
5458,99.00,86.00,73.00,83.4
5459,99.00,44.00,70.00,73.5
5460,59.00,20.00,45.00,44.2
5461,37.00,93.00,73.00,66.2
5462,20.00,45.00,92.00,61.0
5463,80.00,27.00,33.00,45.9
5464,75.00,28.00,64.00,60.1
5465,93.00,70.00,22.00,52.9
5466,29.00,26.00,87.00,57.4
5467,66.00,33.00,61.00,56.900000000000006
5468,70.00,84.00,71.00,73.3
5469,27.00,46.00,40.00,37.3
5470,94.00,93.00,52.00,72.8
5471,65.00,98.00,36.00,57.1
5472,62.00,46.00,58.00,56.8
5473,72.00,32.00,60.00,58.0
5474,57.00,99.00,92.00,82.9
5475,100.00,30.00,85.00,78.5
5476,56.00,59.00,23.00,40.1
5477,24.00,42.00,56.00,43.6
5478,76.00,39.00,24.00,42.6
5479,99.00,30.00,53.00,62.2
5480,61.00,80.00,83.00,75.8
5481,72.00,92.00,42.00,61.0
5482,48.00,56.00,34.00,42.6
5483,66.00,50.00,84.00,71.8
5484,64.00,35.00,62.00,57.2
5485,28.00,55.00,34.00,36.4
5486,55.00,23.00,49.00,45.6
5487,70.00,88.00,87.00,82.1
5488,91.00,52.00,78.00,76.7
5489,52.00,75.00,60.00,60.6
5490,22.00,24.00,33.00,27.9
5491,99.00,60.00,74.00,78.7
5492,72.00,30.00,89.00,72.1
5493,42.00,26.00,81.00,58.3
5494,89.00,37.00,56.00,62.1
5495,36.00,67.00,39.00,43.7
5496,51.00,96.00,80.00,74.5
5497,70.00,21.00,37.00,43.7
5498,36.00,33.00,31.00,32.9
5499,87.00,94.00,34.00,61.9
5500,21.00,28.00,66.00,44.9
5501,68.00,44.00,27.00,42.7
5502,50.00,40.00,20.00,33.0
5503,30.00,90.00,24.00,39.0
5504,65.00,41.00,90.00,72.7
5505,22.00,92.00,91.00,70.5
5506,51.00,78.00,20.00,40.9
5507,26.00,49.00,100.00,67.6
5508,48.00,39.00,29.00,36.7
5509,75.00,88.00,56.00,68.1
5510,29.00,36.00,77.00,54.4
5511,38.00,66.00,46.00,47.6
5512,51.00,88.00,38.00,51.9
5513,39.00,40.00,26.00,32.7
5514,48.00,68.00,50.00,53.0
5515,30.00,100.00,64.00,61.0
5516,85.00,37.00,25.00,45.4
5517,61.00,81.00,92.00,80.5
5518,88.00,96.00,73.00,82.1
5519,72.00,43.00,58.00,59.199999999999996
5520,39.00,41.00,65.00,52.4
5521,66.00,48.00,52.00,55.400000000000006
5522,40.00,60.00,59.00,53.5
5523,96.00,22.00,80.00,73.19999999999999
5524,51.00,65.00,82.00,69.3
5525,36.00,50.00,39.00,40.3
5526,55.00,30.00,48.00,46.5
5527,83.00,45.00,41.00,54.4
5528,45.00,43.00,24.00,34.1
5529,20.00,51.00,91.00,61.7
5530,49.00,73.00,99.00,78.8
5531,33.00,100.00,73.00,66.4
5532,22.00,20.00,98.00,59.6
5533,50.00,90.00,27.00,46.5
5534,71.00,21.00,85.00,68.0
5535,77.00,98.00,27.00,56.2
5536,87.00,82.00,34.00,59.5
5537,96.00,53.00,45.00,61.9
5538,41.00,64.00,45.00,47.6
5539,99.00,76.00,94.00,91.9
5540,100.00,72.00,45.00,66.9
5541,43.00,62.00,42.00,46.3
5542,97.00,83.00,44.00,67.7
5543,76.00,66.00,88.00,80.0
5544,67.00,75.00,42.00,56.099999999999994
5545,79.00,91.00,91.00,87.4
5546,93.00,28.00,24.00,45.5
5547,34.00,91.00,64.00,60.4
5548,71.00,35.00,72.00,64.3
5549,72.00,40.00,98.00,78.6
5550,73.00,58.00,29.00,48.0
5551,52.00,21.00,71.00,55.3
5552,56.00,61.00,26.00,42.0
5553,88.00,92.00,49.00,69.3
5554,39.00,59.00,92.00,69.5
5555,91.00,59.00,64.00,71.1
5556,40.00,47.00,84.00,63.4
5557,31.00,71.00,55.00,51.0
5558,91.00,33.00,89.00,78.4
5559,81.00,26.00,91.00,75.0
5560,87.00,51.00,61.00,66.8
5561,95.00,98.00,87.00,91.6
5562,22.00,44.00,64.00,47.4
5563,44.00,83.00,58.00,58.8
5564,88.00,56.00,35.00,55.1
5565,32.00,95.00,51.00,54.1
5566,91.00,43.00,94.00,82.9
5567,37.00,63.00,34.00,40.7
5568,37.00,83.00,72.00,63.7
5569,63.00,71.00,55.00,60.6
5570,97.00,35.00,80.00,76.1
5571,53.00,36.00,48.00,47.099999999999994
5572,29.00,34.00,60.00,45.5
5573,49.00,99.00,35.00,52.0
5574,34.00,28.00,73.00,52.3
5575,72.00,83.00,62.00,69.2
5576,56.00,61.00,31.00,44.5
5577,88.00,58.00,95.00,85.5
5578,56.00,49.00,35.00,44.1
5579,65.00,45.00,23.00,40.0
5580,44.00,73.00,28.00,41.8
5581,54.00,79.00,55.00,59.5
5582,72.00,61.00,64.00,65.8
5583,91.00,55.00,63.00,69.8
5584,57.00,89.00,74.00,71.9
5585,80.00,51.00,42.00,55.2
5586,75.00,89.00,63.00,71.8
5587,80.00,68.00,82.00,78.6
5588,54.00,76.00,82.00,72.4
5589,63.00,51.00,95.00,76.6
5590,28.00,83.00,44.00,47.0
5591,90.00,74.00,51.00,67.3
5592,55.00,22.00,71.00,56.4
5593,62.00,40.00,80.00,66.6
5594,36.00,27.00,27.00,29.7
5595,58.00,68.00,89.00,75.5
5596,94.00,89.00,65.00,78.5
5597,92.00,94.00,25.00,58.9
5598,75.00,20.00,35.00,44.0
5599,62.00,74.00,47.00,56.9
5600,75.00,60.00,37.00,53.0
5601,35.00,43.00,42.00,40.1
5602,98.00,33.00,20.00,46.0
5603,58.00,60.00,64.00,61.4
5604,62.00,70.00,46.00,55.599999999999994
5605,45.00,92.00,75.00,69.4
5606,67.00,50.00,69.00,64.6
5607,21.00,100.00,97.00,74.8
5608,45.00,31.00,30.00,34.7
5609,74.00,59.00,83.00,75.5
5610,25.00,92.00,76.00,63.900000000000006
5611,70.00,38.00,84.00,70.6
5612,88.00,30.00,27.00,45.9
5613,37.00,39.00,47.00,42.4
5614,62.00,32.00,88.00,69.0
5615,25.00,69.00,65.00,53.8
5616,89.00,32.00,71.00,68.6
5617,74.00,45.00,63.00,62.7
5618,41.00,90.00,39.00,49.8
5619,22.00,42.00,99.00,64.5
5620,87.00,68.00,78.00,78.7
5621,30.00,77.00,39.00,43.9
5622,94.00,70.00,64.00,74.2
5623,92.00,48.00,100.00,87.2
5624,93.00,69.00,34.00,58.7
5625,43.00,34.00,27.00,33.2
5626,45.00,64.00,94.00,73.3
5627,93.00,70.00,97.00,90.4
5628,74.00,73.00,88.00,80.8
5629,61.00,88.00,84.00,77.9
5630,96.00,40.00,65.00,69.3
5631,67.00,46.00,57.00,57.8
5632,43.00,83.00,46.00,52.5
5633,93.00,28.00,63.00,65.0
5634,64.00,88.00,28.00,50.8
5635,48.00,94.00,55.00,60.7
5636,74.00,21.00,99.00,75.9
5637,59.00,51.00,47.00,51.4
5638,84.00,79.00,78.00,80.0
5639,22.00,43.00,60.00,45.2
5640,49.00,52.00,90.00,70.1
5641,49.00,85.00,93.00,78.2
5642,39.00,34.00,64.00,50.5
5643,41.00,78.00,23.00,39.4
5644,21.00,95.00,29.00,39.8
5645,58.00,93.00,74.00,73.0
5646,70.00,98.00,20.00,50.6
5647,65.00,82.00,89.00,80.4
5648,36.00,44.00,60.00,49.6
5649,31.00,82.00,62.00,56.7
5650,38.00,56.00,39.00,42.1
5651,78.00,32.00,98.00,78.8
5652,35.00,86.00,50.00,52.7
5653,51.00,32.00,36.00,39.7
5654,65.00,37.00,73.00,63.4
5655,41.00,78.00,66.00,60.9
5656,49.00,22.00,32.00,35.1
5657,78.00,34.00,27.00,43.7
5658,86.00,58.00,24.00,49.400000000000006
5659,53.00,62.00,82.00,69.3
5660,89.00,60.00,54.00,65.7
5661,70.00,71.00,25.00,47.7
5662,47.00,26.00,88.00,63.3
5663,60.00,82.00,57.00,62.900000000000006
5664,37.00,36.00,65.00,50.8
5665,33.00,79.00,77.00,64.2
5666,85.00,38.00,52.00,59.1
5667,84.00,46.00,55.00,61.9
5668,47.00,97.00,90.00,78.5
5669,37.00,72.00,86.00,68.5
5670,55.00,65.00,33.00,46.0
5671,29.00,94.00,36.00,45.5
5672,76.00,57.00,63.00,65.7
5673,49.00,60.00,71.00,62.2
5674,77.00,96.00,63.00,73.8
5675,96.00,50.00,73.00,75.3
5676,71.00,70.00,93.00,81.8
5677,70.00,42.00,95.00,76.9
5678,29.00,96.00,35.00,45.400000000000006
5679,48.00,58.00,74.00,63.0
5680,75.00,52.00,82.00,73.9
5681,47.00,66.00,73.00,63.8
5682,82.00,96.00,43.00,65.3
5683,88.00,32.00,88.00,76.8
5684,28.00,77.00,58.00,52.8
5685,39.00,43.00,30.00,35.3
5686,100.00,97.00,53.00,75.9
5687,73.00,92.00,68.00,74.3
5688,68.00,99.00,36.00,58.2
5689,58.00,88.00,25.00,47.5
5690,80.00,42.00,41.00,52.9
5691,51.00,30.00,48.00,45.3
5692,99.00,38.00,34.00,54.3
5693,47.00,95.00,59.00,62.6
5694,50.00,78.00,29.00,45.1
5695,35.00,89.00,63.00,59.8
5696,99.00,56.00,67.00,74.4
5697,32.00,65.00,100.00,72.6
5698,82.00,23.00,22.00,40.2
5699,83.00,26.00,29.00,44.599999999999994
5700,30.00,91.00,85.00,69.7
5701,43.00,29.00,45.00,41.2
5702,91.00,93.00,54.00,72.9
5703,96.00,58.00,49.00,64.9
5704,34.00,90.00,22.00,39.2
5705,22.00,62.00,37.00,37.5
5706,54.00,79.00,59.00,61.5
5707,72.00,20.00,59.00,55.099999999999994
5708,86.00,57.00,73.00,73.7
5709,35.00,94.00,80.00,69.3
5710,100.00,49.00,62.00,70.8
5711,28.00,80.00,82.00,65.4
5712,74.00,56.00,42.00,54.4
5713,66.00,84.00,36.00,54.6
5714,78.00,92.00,44.00,63.8
5715,78.00,44.00,81.00,72.7
5716,86.00,100.00,66.00,78.8
5717,65.00,62.00,82.00,72.9
5718,90.00,48.00,26.00,49.6
5719,44.00,36.00,31.00,35.9
5720,88.00,80.00,32.00,58.4
5721,57.00,97.00,82.00,77.5
5722,45.00,28.00,84.00,61.1
5723,83.00,53.00,88.00,79.5
5724,80.00,38.00,78.00,70.6
5725,41.00,22.00,27.00,30.2
5726,26.00,65.00,30.00,35.8
5727,42.00,32.00,68.00,53.0
5728,39.00,20.00,45.00,38.2
5729,98.00,54.00,54.00,67.2
5730,36.00,56.00,41.00,42.5
5731,98.00,100.00,97.00,97.9
5732,28.00,23.00,30.00,28.0
5733,100.00,31.00,46.00,59.2
5734,37.00,76.00,70.00,61.3
5735,31.00,51.00,94.00,66.5
5736,85.00,36.00,70.00,67.7
5737,51.00,47.00,40.00,44.7
5738,78.00,93.00,27.00,55.5
5739,90.00,99.00,85.00,89.3
5740,78.00,84.00,27.00,53.7
5741,62.00,44.00,74.00,64.4
5742,71.00,55.00,43.00,53.8
5743,42.00,54.00,99.00,72.9
5744,37.00,88.00,93.00,75.2
5745,57.00,49.00,96.00,74.9
5746,74.00,36.00,21.00,39.9
5747,53.00,54.00,33.00,43.2
5748,86.00,56.00,81.00,77.5
5749,99.00,28.00,57.00,63.8
5750,41.00,96.00,46.00,54.5
5751,32.00,24.00,64.00,46.4
5752,93.00,60.00,81.00,80.4
5753,51.00,92.00,69.00,68.2
5754,44.00,99.00,72.00,69.0
5755,88.00,98.00,90.00,91.0
5756,64.00,87.00,79.00,76.1
5757,57.00,94.00,31.00,51.4
5758,32.00,78.00,90.00,70.2
5759,57.00,77.00,93.00,79.0
5760,85.00,69.00,62.00,70.3
5761,37.00,93.00,90.00,74.7
5762,71.00,36.00,51.00,54.0
5763,89.00,58.00,36.00,56.3
5764,100.00,58.00,80.00,81.6
5765,38.00,71.00,51.00,51.1
5766,35.00,34.00,70.00,52.3
5767,93.00,34.00,75.00,72.2
5768,55.00,80.00,63.00,64.0
5769,94.00,72.00,42.00,63.6
5770,59.00,76.00,56.00,60.9
5771,69.00,66.00,67.00,67.4
5772,30.00,29.00,67.00,48.3
5773,22.00,32.00,65.00,45.5
5774,66.00,36.00,98.00,76.0
5775,55.00,87.00,42.00,54.900000000000006
5776,81.00,33.00,85.00,73.4
5777,64.00,40.00,49.00,51.7
5778,64.00,87.00,54.00,63.6
5779,66.00,28.00,86.00,68.4
5780,37.00,60.00,33.00,39.6
5781,57.00,57.00,43.00,50.0
5782,90.00,39.00,30.00,49.8
5783,32.00,61.00,87.00,65.3
5784,37.00,43.00,82.00,60.7
5785,49.00,78.00,59.00,59.8
5786,49.00,54.00,73.00,62.0
5787,82.00,28.00,74.00,67.2
5788,62.00,47.00,66.00,61.0
5789,62.00,25.00,89.00,68.1
5790,53.00,91.00,51.00,59.599999999999994
5791,80.00,73.00,51.00,64.1
5792,66.00,79.00,24.00,47.6
5793,25.00,63.00,34.00,37.1
5794,82.00,31.00,75.00,68.3
5795,80.00,62.00,76.00,74.4
5796,84.00,79.00,65.00,73.5
5797,25.00,76.00,23.00,34.2
5798,62.00,30.00,79.00,64.1
5799,99.00,96.00,73.00,85.4
5800,50.00,39.00,26.00,35.8
5801,27.00,43.00,62.00,47.7
5802,75.00,29.00,53.00,54.8
5803,31.00,27.00,80.00,54.7
5804,35.00,65.00,53.00,50.0
5805,72.00,51.00,74.00,68.8
5806,29.00,57.00,20.00,30.1
5807,61.00,26.00,23.00,35.0
5808,90.00,53.00,85.00,80.1
5809,44.00,98.00,98.00,81.8
5810,42.00,46.00,50.00,46.8
5811,56.00,85.00,88.00,77.8
5812,76.00,73.00,62.00,68.4
5813,23.00,86.00,85.00,66.6
5814,69.00,68.00,27.00,47.8
5815,82.00,64.00,58.00,66.4
5816,85.00,74.00,29.00,54.8
5817,77.00,65.00,61.00,66.6
5818,20.00,65.00,70.00,54.0
5819,74.00,40.00,57.00,58.7
5820,73.00,30.00,23.00,39.4
5821,38.00,28.00,40.00,37.0
5822,63.00,38.00,66.00,59.5
5823,27.00,45.00,25.00,29.6
5824,44.00,70.00,25.00,39.7
5825,46.00,43.00,52.00,48.4
5826,93.00,27.00,76.00,71.3
5827,80.00,69.00,98.00,86.8
5828,73.00,50.00,74.00,68.9
5829,95.00,34.00,30.00,50.3
5830,44.00,62.00,88.00,69.6
5831,90.00,60.00,79.00,78.5
5832,60.00,92.00,23.00,47.900000000000006
5833,53.00,47.00,92.00,71.3
5834,89.00,53.00,57.00,65.8
5835,71.00,58.00,33.00,49.400000000000006
5836,88.00,57.00,30.00,52.8
5837,85.00,55.00,51.00,62.0
5838,38.00,65.00,89.00,68.9
5839,21.00,34.00,69.00,47.6
5840,64.00,64.00,69.00,66.5
5841,89.00,33.00,52.00,59.3
5842,89.00,87.00,40.00,64.1
5843,52.00,82.00,44.00,54.0
5844,51.00,71.00,39.00,49.0
5845,72.00,85.00,38.00,57.599999999999994
5846,72.00,76.00,61.00,67.3
5847,93.00,52.00,27.00,51.8
5848,39.00,34.00,94.00,65.5
5849,79.00,77.00,52.00,65.1
5850,80.00,96.00,27.00,56.7
5851,49.00,86.00,51.00,57.4
5852,61.00,94.00,100.00,87.1
5853,63.00,52.00,38.00,48.3
5854,24.00,78.00,59.00,52.3
5855,27.00,52.00,92.00,64.5
5856,39.00,41.00,97.00,68.4
5857,24.00,99.00,94.00,74.0
5858,84.00,82.00,88.00,85.6
5859,36.00,47.00,76.00,58.2
5860,58.00,48.00,39.00,46.5
5861,78.00,51.00,49.00,58.1
5862,88.00,64.00,46.00,62.2
5863,65.00,43.00,68.00,62.1
5864,41.00,41.00,65.00,53.0
5865,52.00,44.00,91.00,69.9
5866,97.00,79.00,38.00,63.9
5867,77.00,91.00,96.00,89.3
5868,21.00,90.00,50.00,49.3
5869,83.00,25.00,21.00,40.4
5870,74.00,29.00,77.00,66.5
5871,25.00,72.00,41.00,42.4
5872,46.00,87.00,40.00,51.2
5873,72.00,70.00,80.00,75.6
5874,46.00,22.00,71.00,53.7
5875,56.00,57.00,74.00,65.2
5876,24.00,38.00,95.00,62.3
5877,99.00,55.00,80.00,80.7
5878,81.00,32.00,23.00,42.2
5879,37.00,55.00,45.00,44.6
5880,93.00,40.00,67.00,69.4
5881,27.00,90.00,98.00,75.1
5882,84.00,28.00,94.00,77.8
5883,97.00,43.00,38.00,56.699999999999996
5884,94.00,73.00,89.00,87.3
5885,84.00,77.00,33.00,57.1
5886,74.00,38.00,35.00,47.3
5887,87.00,30.00,72.00,68.1
5888,56.00,94.00,71.00,71.1
5889,84.00,33.00,27.00,45.3
5890,59.00,64.00,46.00,53.5
5891,77.00,63.00,70.00,70.7
5892,38.00,21.00,50.00,40.6
5893,92.00,78.00,55.00,70.7
5894,29.00,70.00,91.00,68.2
5895,49.00,87.00,40.00,52.1
5896,32.00,93.00,53.00,54.7
5897,57.00,89.00,91.00,80.4
5898,82.00,88.00,40.00,62.2
5899,54.00,76.00,28.00,45.4
5900,99.00,94.00,75.00,86.0
5901,20.00,81.00,52.00,48.2
5902,87.00,94.00,47.00,68.4
5903,23.00,89.00,87.00,68.2
5904,85.00,74.00,75.00,77.8
5905,26.00,53.00,27.00,31.900000000000002
5906,45.00,82.00,94.00,76.9
5907,44.00,64.00,89.00,70.5
5908,63.00,71.00,37.00,51.6
5909,23.00,50.00,78.00,55.9
5910,43.00,58.00,29.00,39.0
5911,25.00,22.00,100.00,61.9
5912,42.00,52.00,95.00,70.5
